Date,Time,Source Port,Destination Port,Packet Length,Malware Indicators,Anomaly Scores,Alerts/Warnings,Proxy Information,Firewall Logs,IDS/IPS Alerts,Search Engine,OS,Packet Type_Data,Protocol_TCP,Protocol_UDP,Action Taken_Ignored,Action Taken_Logged,Severity Level_Low,Severity Level_Medium,Attack Type_Intrusion,Attack Type_Malware,Traffic Type_FTP,Traffic Type_HTTP,Log Source_Server
2022-06-16,04:33:06,36587,1827,899,1.0,21.92,1.0,0,0.0,1.0,Chrome,Windows,0,0,0,0,0,0,0,1,0,0,0,0
2022-12-11,09:09:37,41108,22155,513,1.0,10.89,0.0,0,1.0,0.0,Firefox,macOS,1,0,0,0,0,1,0,0,0,1,0,0
2020-12-04,06:39:53,36354,40153,720,1.0,82.34,0.0,1,0.0,1.0,Firefox,Linux,1,0,0,1,0,0,0,1,0,0,1,0
2023-01-04,03:10:23,65308,13477,692,1.0,69.73,0.0,0,0.0,0.0,Safari,iOS,0,0,0,0,1,0,1,0,0,0,1,0
2020-03-06,13:27:29,48907,8848,701,0.0,80.74,0.0,1,0.0,0.0,Firefox,macOS,1,0,0,0,0,1,0,0,0,0,0,0
2020-12-13,13:42:25,5300,35890,112,0.0,98.44,1.0,1,1.0,0.0,Firefox,Android,1,0,0,0,0,0,0,1,0,0,0,0
2021-11-26,15:59:14,39807,33687,1387,0.0,76.94,1.0,0,0.0,0.0,Safari,Windows,0,0,0,0,1,0,1,1,0,0,1,0
2023-04-07,00:16:20,27250,47813,1076,1.0,74.61,0.0,0,0.0,1.0,Safari,iOS,1,0,1,0,1,1,0,1,0,0,1,1
2023-02-05,20:11:18,7822,51454,229,1.0,23.23,0.0,1,1.0,1.0,Opera,Windows,1,1,0,1,0,1,0,0,1,0,0,0
2022-12-12,07:33:38,9357,64008,588,0.0,49.54,1.0,0,0.0,0.0,Safari,macOS,0,0,1,0,0,0,1,0,0,0,0,0
2022-11-06,00:42:52,8052,4698,147,0.0,20.32,0.0,0,1.0,1.0,Firefox,Windows,1,0,1,0,0,0,1,0,0,0,0,0
2023-06-19,04:30:02,4948,60026,706,1.0,67.42,1.0,0,1.0,0.0,Safari,macOS,1,1,0,1,0,0,1,0,1,0,0,0
2022-06-22,00:59:52,57289,57779,1320,0.0,74.59,0.0,1,1.0,1.0,Opera,Windows,1,0,0,1,0,0,1,0,1,0,1,1
2021-01-16,10:52:16,31142,23307,1494,1.0,31.52,0.0,0,1.0,0.0,Opera,Linux,0,0,0,0,0,1,0,0,1,1,0,0
2023-07-03,20:41:35,56578,37146,186,0.0,4.71,0.0,1,0.0,0.0,Firefox,macOS,1,0,1,0,0,0,0,0,1,0,0,1
2021-09-29,07:08:22,25245,25495,329,0.0,83.73,1.0,0,0.0,1.0,Opera,Windows,1,0,1,0,0,1,0,1,0,0,1,0
2020-03-12,21:48:34,46638,36598,330,0.0,56.58,1.0,0,1.0,1.0,Safari,iOS,0,1,0,0,1,0,0,1,0,1,0,0
2023-08-17,14:26:19,55581,45524,1157,1.0,42.7,1.0,1,0.0,0.0,Firefox,Windows,1,1,0,1,0,1,0,0,0,0,0,0
2020-03-11,02:42:25,20289,9375,1070,0.0,87.89,1.0,1,0.0,0.0,Chrome,Linux,1,0,1,1,0,0,1,1,0,0,0,0
2020-03-06,21:29:07,20060,5111,1388,1.0,70.89,0.0,1,0.0,0.0,MSIE,Windows,0,0,0,1,0,0,0,0,0,1,0,0
2023-07-14,04:01:37,3558,45846,1423,1.0,23.88,1.0,1,1.0,1.0,Firefox,Windows,0,0,0,0,1,0,1,1,0,0,1,0
2022-03-18,18:17:35,38336,48160,156,0.0,31.32,1.0,0,1.0,0.0,Safari,macOS,0,1,0,0,0,0,1,1,0,1,0,0
2021-12-22,13:29:34,53501,39739,894,1.0,77.86,1.0,1,0.0,1.0,MSIE,Windows,1,1,0,1,0,0,0,1,0,1,0,0
2022-02-07,13:51:01,7425,38845,1305,0.0,57.45,1.0,0,1.0,0.0,Opera,Linux,1,0,0,0,0,0,1,0,0,0,1,0
2023-03-11,09:25:26,62802,5774,653,0.0,60.86,0.0,0,0.0,1.0,Safari,macOS,0,1,0,0,0,0,1,1,0,1,0,1
2023-10-01,05:05:39,36627,46917,1415,0.0,18.89,1.0,0,1.0,1.0,Safari,macOS,1,0,0,0,0,0,1,1,0,1,0,1
2022-08-10,07:17:00,14898,57967,956,1.0,20.09,1.0,1,1.0,1.0,Chrome,macOS,0,0,1,1,0,1,0,0,1,0,0,1
2021-11-02,14:18:41,24854,31149,359,0.0,57.07,1.0,1,0.0,0.0,Opera,Linux,0,0,1,0,0,1,0,1,0,1,0,1
2022-06-14,20:29:52,26997,28432,718,0.0,11.42,0.0,0,1.0,0.0,Firefox,Android,1,1,0,1,0,0,1,1,0,1,0,0
2022-05-14,19:43:28,26871,30068,703,0.0,25.48,1.0,1,1.0,1.0,MSIE,Windows,0,1,0,1,0,1,0,0,1,0,1,0
2021-09-17,01:01:23,55049,56286,763,0.0,58.04,1.0,0,1.0,0.0,Safari,iOS,0,0,0,1,0,1,0,0,1,0,0,0
2021-11-26,06:25:06,55627,23546,414,0.0,3.87,1.0,0,1.0,1.0,Chrome,Windows,1,0,1,1,0,1,0,0,1,1,0,0
2020-09-03,03:26:32,17804,52120,325,1.0,60.79,0.0,1,1.0,1.0,Chrome,Linux,1,0,0,0,0,1,0,0,0,1,0,1
2022-09-23,20:20:58,40227,2930,594,1.0,25.84,0.0,0,0.0,0.0,MSIE,Windows,0,0,0,1,0,0,1,1,0,0,1,1
2022-06-25,00:07:56,57482,25050,523,0.0,4.82,1.0,1,0.0,0.0,Firefox,macOS,0,0,0,0,0,0,0,0,0,1,0,0
2022-04-13,16:46:36,38345,4316,1399,0.0,23.79,0.0,0,0.0,1.0,Safari,iOS,1,0,1,0,0,0,0,0,0,1,0,0
2022-03-28,06:54:25,48740,65110,86,1.0,58.77,1.0,0,1.0,1.0,Chrome,macOS,1,0,0,0,0,1,0,0,1,1,0,0
2023-09-25,15:13:18,5535,19385,340,0.0,72.79,1.0,1,1.0,0.0,Safari,macOS,0,0,1,1,0,0,0,0,0,1,0,0
2023-09-16,07:41:35,33310,22844,581,1.0,37.66,0.0,0,0.0,1.0,Chrome,Windows,0,1,0,0,0,0,1,0,0,0,0,1
2023-06-26,04:20:32,47818,35118,881,1.0,67.28,1.0,0,0.0,1.0,Opera,Windows,0,1,0,0,1,0,1,0,1,0,0,1
2022-10-03,15:26:30,2461,19770,255,0.0,88.99,0.0,1,0.0,1.0,Opera,Windows,0,0,1,1,0,0,1,1,0,0,0,0
2020-03-23,12:56:54,14648,15660,623,0.0,93.77,1.0,0,0.0,1.0,Firefox,macOS,1,1,0,0,1,0,1,0,0,0,1,1
2022-10-18,18:17:19,53453,12523,828,0.0,74.33,1.0,0,1.0,1.0,Opera,Windows,0,0,1,0,1,0,0,1,0,0,0,0
2021-03-02,01:32:53,32816,47128,1251,0.0,49.43,1.0,0,1.0,0.0,MSIE,Windows,0,0,0,0,0,0,0,0,1,1,0,0
2021-01-20,06:18:24,40610,36494,995,0.0,39.46,0.0,1,0.0,0.0,MSIE,Windows,1,0,0,0,0,1,0,0,1,1,0,1
2020-02-10,10:28:30,26618,4667,1352,0.0,30.65,0.0,0,1.0,0.0,Opera,Windows,0,0,0,0,0,1,0,1,0,0,1,0
2022-06-17,16:06:18,22734,55663,485,0.0,69.09,1.0,0,1.0,0.0,Chrome,Linux,0,0,1,1,0,1,0,0,1,0,0,0
2022-10-06,23:20:43,56116,4497,556,0.0,2.48,1.0,1,1.0,1.0,Safari,macOS,0,0,1,0,1,1,0,1,0,0,0,1
2021-04-30,06:38:20,58977,8703,1366,0.0,0.24,1.0,1,1.0,1.0,Safari,iOS,1,0,0,0,1,0,1,0,1,0,0,0
2021-10-15,22:27:47,25510,29850,662,0.0,57.47,1.0,1,0.0,0.0,Safari,macOS,1,0,0,0,0,1,0,1,0,1,0,0
2020-12-31,12:25:06,58725,50223,740,1.0,58.03,0.0,1,1.0,1.0,Safari,iOS,0,1,0,0,0,0,0,0,1,0,1,1
2020-10-31,00:03:12,25088,61053,1179,0.0,20.17,0.0,0,1.0,0.0,Opera,Windows,0,1,0,1,0,0,0,1,0,0,0,0
2021-10-04,06:34:50,45271,65496,260,0.0,31.08,1.0,1,1.0,1.0,Firefox,Android,1,0,0,1,0,1,0,0,0,0,1,1
2021-05-25,15:31:15,33649,62009,80,0.0,57.53,0.0,0,0.0,1.0,Opera,Linux,1,1,0,0,0,1,0,0,1,1,0,1
2021-07-30,07:47:57,40911,35933,458,0.0,5.47,0.0,1,1.0,1.0,Chrome,Linux,1,1,0,1,0,0,1,0,0,0,1,0
2021-03-20,18:34:14,28494,35435,1409,1.0,35.46,0.0,0,0.0,0.0,Chrome,Windows,1,0,0,1,0,0,1,0,1,1,0,1
2021-07-02,18:09:40,1309,15705,141,1.0,57.21,0.0,0,1.0,0.0,Safari,iOS,1,0,0,0,0,0,0,0,1,1,0,1
2022-09-13,23:04:00,16123,41356,724,0.0,51.91,0.0,1,0.0,0.0,Opera,Linux,0,0,1,0,0,1,0,0,1,1,0,0
2022-10-25,14:49:20,39147,51832,346,1.0,40.44,0.0,0,1.0,1.0,Safari,Windows,0,0,1,0,1,0,1,1,0,1,0,0
2023-07-17,09:50:34,38554,57870,1448,1.0,21.15,0.0,1,0.0,1.0,Safari,iOS,1,1,0,1,0,0,1,0,1,1,0,0
2020-01-23,07:09:20,17622,53814,110,1.0,80.02,1.0,1,0.0,0.0,Safari,macOS,1,0,1,0,0,1,0,1,0,1,0,0
2020-10-18,20:02:40,55683,50575,902,1.0,46.73,1.0,0,1.0,1.0,Safari,iOS,1,1,0,0,1,0,1,0,1,0,0,0
2020-02-29,21:00:12,20474,41937,282,0.0,55.99,1.0,0,0.0,0.0,Chrome,Windows,1,1,0,0,0,0,0,1,0,1,0,1
2021-04-13,19:14:50,15635,32578,1048,1.0,67.34,0.0,1,0.0,1.0,MSIE,Windows,1,1,0,1,0,1,0,0,1,0,0,1
2023-08-03,11:13:00,52672,63820,798,1.0,43.97,0.0,0,1.0,1.0,Chrome,Windows,0,0,1,0,0,0,0,1,0,1,0,0
2021-02-05,16:55:30,38734,22325,738,1.0,13.87,1.0,0,0.0,0.0,Opera,Linux,0,1,0,1,0,0,0,0,1,0,1,1
2021-11-26,23:55:55,10285,59966,1182,1.0,41.72,0.0,1,1.0,1.0,Safari,macOS,1,0,1,0,0,1,0,1,0,0,0,1
2020-11-12,00:17:18,8971,53770,551,0.0,72.83,0.0,1,0.0,0.0,Opera,Linux,1,0,0,0,0,1,0,0,1,0,0,0
2020-12-14,05:43:31,28042,6476,588,0.0,66.8,0.0,1,0.0,0.0,Safari,iOS,1,1,0,0,1,1,0,0,0,0,0,0
2023-04-17,12:48:25,52111,53795,1453,0.0,33.99,0.0,1,0.0,0.0,Firefox,Linux,0,0,0,0,0,1,0,0,1,0,1,1
2022-06-04,02:42:47,50934,17077,478,0.0,62.99,1.0,0,1.0,0.0,MSIE,Windows,0,0,1,1,0,0,0,0,1,0,1,0
2021-06-08,20:31:55,3530,3573,819,1.0,9.28,1.0,1,0.0,1.0,Chrome,Windows,0,0,0,0,1,1,0,1,0,1,0,1
2021-05-27,18:34:43,51102,60224,1059,0.0,72.32,1.0,1,1.0,1.0,Firefox,Android,0,1,0,1,0,0,0,0,1,0,1,0
2022-03-04,14:14:50,55829,47481,615,0.0,35.88,1.0,1,0.0,0.0,Safari,macOS,1,0,0,0,0,1,0,0,0,0,1,0
2023-01-31,05:52:06,47256,29493,972,1.0,94.64,0.0,1,1.0,1.0,Safari,macOS,1,0,1,0,0,1,0,0,0,0,1,0
2020-09-22,05:38:37,61418,62712,735,1.0,13.73,1.0,0,1.0,0.0,MSIE,Windows,0,0,1,1,0,1,0,1,0,0,0,0
2021-04-14,01:26:41,40217,8686,417,1.0,53.6,1.0,0,1.0,0.0,Firefox,macOS,0,0,1,0,0,0,1,0,0,1,0,0
2023-02-21,15:05:54,50374,18574,920,1.0,92.72,0.0,0,0.0,1.0,MSIE,Windows,1,0,0,0,0,1,0,0,0,0,0,1
2022-05-14,11:47:12,48080,30364,1170,1.0,56.46,0.0,1,1.0,1.0,Chrome,Windows,1,0,0,0,0,0,1,0,1,0,1,1
2020-06-20,19:25:36,32349,42656,591,1.0,42.83,0.0,1,0.0,0.0,Opera,Windows,1,0,0,0,0,1,0,0,0,0,1,1
2020-06-28,21:49:18,31969,65264,441,0.0,34.54,1.0,1,1.0,1.0,MSIE,Windows,0,0,0,1,0,1,0,1,0,0,0,1
2021-09-28,16:43:56,4117,27097,1161,1.0,56.82,1.0,0,0.0,0.0,Firefox,Android,0,0,0,0,0,0,0,0,1,0,1,0
2022-08-27,02:19:07,11732,6760,398,1.0,81.5,0.0,0,1.0,1.0,Firefox,Android,1,0,0,0,0,1,0,1,0,0,1,0
2023-05-15,19:22:10,16419,5083,1385,1.0,29.14,0.0,1,1.0,1.0,Firefox,Android,0,1,0,1,0,1,0,0,1,1,0,1
2023-02-18,01:35:14,24318,47159,1494,0.0,14.05,0.0,1,1.0,0.0,Chrome,Linux,1,0,1,0,0,1,0,0,0,1,0,0
2021-10-30,14:34:57,28279,7403,168,0.0,49.74,0.0,1,0.0,1.0,MSIE,Windows,0,1,0,1,0,0,0,1,0,0,1,0
2022-09-09,06:02:47,22657,11342,1188,0.0,84.3,0.0,1,0.0,0.0,Chrome,macOS,0,0,0,0,1,0,0,0,0,1,0,0
2021-10-04,19:01:48,50520,29008,204,0.0,12.93,1.0,1,1.0,1.0,Chrome,Linux,1,0,1,0,0,0,0,0,0,0,0,1
2021-06-21,13:17:08,63711,19193,531,1.0,2.66,1.0,0,0.0,0.0,Chrome,Linux,0,1,0,0,1,0,1,0,0,0,0,0
2020-06-08,07:54:03,50783,49396,976,0.0,90.51,1.0,1,1.0,1.0,Safari,iOS,0,0,0,0,1,0,1,1,0,0,1,1
2022-04-28,08:20:31,63689,32445,1484,1.0,41.99,0.0,0,1.0,1.0,Safari,iOS,1,0,1,0,1,0,1,1,0,0,1,1
2022-03-11,20:49:06,25120,15747,822,0.0,12.07,1.0,1,0.0,0.0,Opera,Windows,1,1,0,0,0,1,0,0,0,0,1,0
2021-04-15,05:55:56,36453,43417,1296,0.0,11.93,0.0,1,1.0,1.0,Chrome,macOS,0,0,1,1,0,0,0,0,0,1,0,0
2021-12-09,20:55:46,14584,25217,564,0.0,51.49,1.0,1,1.0,1.0,MSIE,Windows,1,1,0,1,0,0,1,1,0,1,0,0
2023-07-06,03:58:46,44914,41187,291,0.0,47.8,1.0,1,0.0,1.0,Safari,iOS,1,0,1,0,0,0,0,1,0,0,1,1
2022-10-25,19:38:40,44896,38251,1120,0.0,40.26,0.0,0,1.0,1.0,Opera,Windows,0,0,1,1,0,0,1,1,0,0,1,1
2023-08-22,23:44:21,7901,28521,1030,1.0,68.45,0.0,0,0.0,0.0,Safari,macOS,1,1,0,0,0,0,0,0,1,1,0,0
2023-09-09,00:05:39,52737,32881,1292,1.0,85.82,1.0,0,1.0,0.0,MSIE,Windows,0,0,0,1,0,1,0,0,0,1,0,1
2022-01-15,10:31:43,37601,63491,925,1.0,50.24,0.0,0,1.0,1.0,Safari,iOS,0,0,0,1,0,0,1,0,0,0,0,0
2020-08-03,07:20:39,23316,11379,1179,0.0,37.47,1.0,0,0.0,0.0,Firefox,Linux,0,1,0,0,1,0,1,0,0,0,1,1
2020-07-30,03:19:43,59485,22856,452,0.0,62.14,1.0,0,0.0,0.0,Chrome,Linux,1,0,1,0,0,0,0,1,0,0,0,0
2023-07-19,06:04:59,59050,15846,1476,1.0,13.81,0.0,0,0.0,0.0,MSIE,Windows,1,1,0,0,0,0,1,1,0,0,1,0
2020-05-26,22:28:17,46713,56867,569,0.0,19.21,1.0,0,0.0,0.0,Safari,iOS,0,0,1,0,0,0,0,1,0,1,0,0
2023-06-26,19:52:04,62321,56205,97,0.0,90.36,1.0,1,1.0,0.0,Opera,Windows,0,0,0,1,0,0,0,1,0,1,0,1
2020-06-03,15:13:51,7022,25088,364,0.0,31.53,0.0,0,0.0,1.0,MSIE,Windows,1,1,0,1,0,1,0,1,0,0,1,1
2022-08-02,11:25:51,22297,20305,819,1.0,98.06,1.0,1,0.0,0.0,Firefox,Windows,1,0,1,1,0,0,1,1,0,0,1,0
2021-08-21,21:20:29,21281,19380,303,0.0,60.6,1.0,1,1.0,1.0,Firefox,macOS,0,1,0,0,1,0,1,1,0,0,0,1
2021-12-28,22:02:06,23847,34747,371,0.0,99.61,1.0,0,0.0,1.0,MSIE,Windows,1,0,1,1,0,0,1,0,0,0,0,0
2020-03-09,18:03:40,59278,42435,196,1.0,64.75,0.0,1,1.0,1.0,Safari,macOS,0,1,0,1,0,0,1,0,1,0,0,1
2020-09-07,20:16:23,47247,47659,1480,1.0,36.27,1.0,1,1.0,0.0,Firefox,Linux,0,0,1,1,0,0,1,0,0,0,1,0
2021-04-05,07:45:22,40066,23692,240,0.0,99.8,0.0,1,0.0,1.0,Chrome,macOS,1,1,0,1,0,0,0,0,1,1,0,1
2023-09-18,01:37:44,16646,25963,498,1.0,65.35,0.0,0,1.0,1.0,Opera,Linux,1,0,0,0,1,0,0,0,0,1,0,1
2023-07-15,23:22:08,57492,20092,992,0.0,51.66,0.0,1,1.0,0.0,Safari,iOS,0,0,1,0,0,0,0,0,1,0,1,0
2021-01-14,13:15:19,22578,56511,1383,0.0,19.66,0.0,1,0.0,0.0,MSIE,Windows,1,1,0,1,0,0,1,0,1,1,0,1
2022-06-06,02:41:50,59580,19378,913,0.0,40.02,1.0,0,0.0,1.0,Opera,Windows,0,1,0,0,1,1,0,0,0,0,0,1
2023-10-08,17:32:10,10681,58805,1186,1.0,62.11,0.0,0,0.0,0.0,Safari,macOS,0,0,0,0,1,1,0,0,0,0,1,1
2022-05-14,20:29:12,3185,44938,197,1.0,71.69,1.0,0,1.0,1.0,Firefox,Linux,0,0,1,0,0,0,0,1,0,0,0,0
2021-06-02,00:41:17,32447,9302,1229,0.0,52.98,1.0,0,1.0,1.0,MSIE,Windows,0,0,0,1,0,0,1,0,0,0,1,1
2022-02-11,07:12:36,57853,42238,192,1.0,8.09,1.0,0,0.0,1.0,Firefox,Windows,1,0,1,0,1,1,0,0,0,0,0,0
2023-06-16,22:07:04,4700,61749,177,0.0,88.52,1.0,1,0.0,1.0,Chrome,Linux,0,1,0,0,0,1,0,1,0,0,0,0
2020-11-22,09:36:16,45565,27703,153,0.0,28.95,1.0,1,0.0,0.0,Opera,Linux,0,0,0,0,1,0,0,0,0,0,0,0
2021-05-09,07:56:41,27160,54308,301,1.0,59.47,0.0,1,1.0,0.0,Safari,Windows,1,0,0,0,0,0,1,0,1,0,0,1
2023-06-07,02:47:25,23120,21950,643,1.0,58.01,0.0,0,0.0,1.0,Chrome,Windows,0,0,1,1,0,0,0,0,0,0,1,0
2021-03-18,15:50:22,16083,18873,786,1.0,28.47,0.0,0,0.0,1.0,MSIE,Windows,1,1,0,0,1,1,0,1,0,1,0,0
2020-08-31,00:34:10,51732,7812,780,0.0,81.64,0.0,1,0.0,0.0,Firefox,Android,1,1,0,0,1,0,1,1,0,1,0,0
2020-12-21,03:24:26,41534,47915,1364,1.0,73.52,0.0,1,0.0,1.0,Safari,iOS,0,0,1,0,0,0,1,0,1,1,0,0
2022-06-13,12:08:41,17886,15552,797,0.0,76.58,0.0,0,1.0,1.0,Safari,iOS,0,0,0,0,0,0,1,0,0,0,0,0
2022-02-09,13:24:26,12809,9903,173,1.0,31.81,0.0,0,0.0,1.0,Firefox,Windows,1,0,0,0,1,0,1,1,0,0,1,1
2023-02-15,10:45:34,5996,1370,271,1.0,48.05,0.0,1,1.0,0.0,Chrome,Linux,1,0,1,0,0,1,0,1,0,1,0,0
2020-08-02,20:20:08,61201,34757,1219,1.0,55.51,0.0,0,0.0,0.0,Safari,iOS,1,1,0,0,1,1,0,1,0,1,0,0
2020-09-06,06:10:38,62675,63607,1308,0.0,14.81,0.0,1,0.0,1.0,Safari,Windows,1,1,0,1,0,0,1,0,1,0,1,1
2023-03-30,19:15:11,9256,2964,1103,0.0,89.83,0.0,0,0.0,1.0,Safari,macOS,0,1,0,0,1,1,0,1,0,0,1,0
2021-10-25,12:15:54,48634,29334,739,0.0,86.91,1.0,0,1.0,0.0,MSIE,Windows,0,0,1,0,0,0,1,1,0,1,0,0
2022-07-13,14:33:44,47634,62459,845,1.0,71.22,1.0,1,0.0,0.0,Opera,Windows,0,0,0,0,0,1,0,0,1,0,1,1
2022-04-18,15:45:49,14762,11941,1127,1.0,67.45,0.0,0,1.0,1.0,Safari,macOS,1,0,1,0,1,0,1,0,0,0,0,1
2022-04-30,23:07:07,13630,35256,118,1.0,4.28,0.0,0,1.0,1.0,Opera,Linux,1,1,0,0,1,0,1,1,0,0,0,1
2020-03-14,06:21:35,36265,57739,129,1.0,69.65,1.0,0,0.0,0.0,Opera,Linux,1,0,1,0,0,0,0,0,1,1,0,0
2021-03-01,11:48:04,37379,39742,775,0.0,65.4,1.0,1,0.0,1.0,Chrome,Linux,0,0,1,1,0,0,1,1,0,0,1,0
2021-10-20,20:15:33,15812,7276,1363,0.0,47.76,1.0,1,0.0,0.0,Firefox,Windows,1,1,0,0,1,0,0,0,1,1,0,0
2023-01-30,06:10:08,13007,50020,1303,1.0,95.48,0.0,1,1.0,0.0,Safari,macOS,1,0,1,0,1,0,1,0,1,1,0,1
2022-07-03,05:19:30,12347,37831,595,0.0,43.03,0.0,0,0.0,1.0,Opera,Windows,1,0,1,0,0,0,0,0,0,1,0,1
2020-06-17,12:45:21,42609,6110,827,1.0,85.3,0.0,1,0.0,1.0,Safari,iOS,0,0,1,1,0,0,1,0,1,0,0,0
2021-01-30,16:40:19,16637,28091,1172,0.0,65.09,0.0,1,1.0,0.0,Opera,Linux,0,0,1,1,0,0,1,1,0,1,0,0
2022-05-03,23:07:52,62083,40809,1044,0.0,3.69,0.0,0,1.0,0.0,Opera,Windows,0,0,0,0,1,1,0,0,0,1,0,1
2020-03-03,14:00:51,61971,37342,916,1.0,59.46,1.0,0,0.0,0.0,Chrome,Windows,0,1,0,1,0,0,0,0,0,0,1,1
2020-08-06,18:19:06,63022,26094,855,1.0,61.01,0.0,0,1.0,1.0,Safari,iOS,1,1,0,0,1,0,1,1,0,0,1,1
2021-11-03,06:49:58,11509,28776,112,1.0,40.18,0.0,0,0.0,0.0,Firefox,Linux,1,0,1,0,0,0,0,0,1,1,0,1
2020-10-30,21:49:21,46480,55502,241,0.0,90.16,1.0,1,1.0,1.0,Opera,Windows,1,1,0,1,0,0,1,0,1,0,1,1
2022-05-18,00:46:26,21312,53066,1136,1.0,88.19,0.0,1,0.0,1.0,Opera,Windows,1,0,0,0,0,0,1,0,1,1,0,1
2023-06-09,10:42:12,10826,2033,1154,0.0,31.36,0.0,1,0.0,0.0,Firefox,macOS,1,0,0,1,0,0,1,1,0,1,0,0
2023-01-15,14:31:09,19131,49716,907,1.0,19.29,1.0,1,1.0,0.0,MSIE,Windows,1,0,1,0,0,0,1,0,1,0,0,1
2022-03-22,13:59:50,55676,33280,323,1.0,85.73,1.0,1,1.0,0.0,Firefox,macOS,0,1,0,1,0,1,0,0,0,0,0,0
2023-08-11,02:58:42,49437,41402,1179,0.0,32.02,0.0,1,0.0,0.0,Firefox,Windows,0,0,0,0,0,1,0,0,1,0,1,0
2022-04-25,11:35:35,55872,21870,912,0.0,77.31,1.0,1,1.0,1.0,Firefox,macOS,1,1,0,1,0,0,1,1,0,1,0,1
2021-12-25,14:49:44,26206,38157,769,0.0,52.38,0.0,1,0.0,1.0,Safari,iOS,0,1,0,0,0,1,0,1,0,1,0,1
2022-09-01,00:07:18,35027,52057,1103,0.0,38.05,0.0,1,0.0,0.0,MSIE,Windows,0,1,0,0,0,1,0,0,0,0,0,0
2020-02-21,12:32:02,37038,39219,1255,1.0,30.14,1.0,1,1.0,1.0,Safari,Windows,0,0,1,0,0,0,0,1,0,1,0,0
2021-05-10,14:10:50,57388,1319,157,1.0,11.1,0.0,0,1.0,0.0,Safari,iOS,1,0,1,1,0,1,0,0,0,0,0,0
2021-06-24,02:57:36,21808,57934,1388,0.0,9.69,1.0,0,1.0,0.0,Safari,iOS,0,0,1,0,0,0,0,0,0,1,0,0
2022-11-13,03:00:25,51515,3737,1451,0.0,63.53,1.0,1,1.0,0.0,Chrome,macOS,1,1,0,0,1,0,1,0,0,0,1,0
2021-01-04,14:37:30,48198,46389,1166,0.0,51.88,0.0,0,1.0,0.0,Chrome,Linux,1,1,0,1,0,0,1,1,0,0,0,0
2021-01-23,03:48:14,6963,22983,143,1.0,66.05,1.0,1,0.0,0.0,Opera,Linux,0,1,0,0,0,1,0,0,1,0,0,1
2022-10-09,15:39:58,38735,31363,1451,1.0,77.66,0.0,0,0.0,1.0,Safari,macOS,1,1,0,1,0,0,1,1,0,0,0,1
2022-09-01,13:09:55,9230,4437,1245,1.0,33.7,1.0,0,0.0,1.0,MSIE,Windows,0,0,1,1,0,1,0,0,1,0,0,1
2023-08-16,00:53:43,44162,49651,796,1.0,22.43,1.0,1,0.0,0.0,Chrome,Linux,0,0,1,0,0,0,1,0,1,0,0,0
2022-07-19,13:08:36,24482,32201,1292,1.0,73.16,0.0,0,0.0,1.0,Safari,Windows,1,0,0,0,0,0,0,0,1,0,1,1
2021-11-07,03:27:58,47915,51297,1392,1.0,58.57,0.0,0,0.0,0.0,Safari,macOS,1,1,0,1,0,0,1,0,1,0,1,0
2023-08-19,23:51:06,50515,49401,557,1.0,24.26,0.0,1,1.0,0.0,Opera,Linux,0,0,1,0,0,0,0,1,0,0,1,1
2022-09-24,03:39:33,60564,26546,199,0.0,91.8,0.0,0,0.0,1.0,MSIE,Windows,0,0,0,0,1,0,0,0,0,1,0,1
2020-05-01,16:44:32,9807,41519,1339,0.0,40.84,1.0,0,0.0,1.0,Safari,Windows,0,1,0,0,0,1,0,0,0,0,0,0
2022-01-04,04:01:37,42008,45480,417,0.0,99.65,0.0,0,1.0,0.0,Chrome,Linux,1,0,1,1,0,1,0,1,0,1,0,0
2023-06-03,08:48:46,5109,23878,308,0.0,73.86,1.0,0,1.0,0.0,Firefox,Windows,0,0,0,0,1,0,0,0,0,1,0,0
2022-11-29,23:06:18,37673,5428,1062,0.0,59.88,1.0,1,0.0,0.0,Chrome,Linux,1,1,0,0,0,0,0,1,0,0,0,0
2023-03-27,23:06:53,56427,42175,386,0.0,19.68,0.0,1,0.0,1.0,MSIE,Windows,1,0,1,0,1,0,1,1,0,0,0,0
2021-12-04,19:18:00,15438,26157,261,1.0,97.14,1.0,1,0.0,0.0,Opera,Linux,0,0,1,1,0,0,1,0,1,1,0,0
2023-02-18,00:48:16,49554,9225,1382,1.0,15.83,0.0,1,1.0,1.0,Opera,Linux,0,0,1,0,1,0,0,0,0,0,1,0
2021-01-26,09:53:13,8050,30758,1255,0.0,69.06,1.0,1,1.0,0.0,Opera,Linux,0,0,1,1,0,0,0,1,0,0,1,1
2021-08-16,22:20:44,48060,20719,188,1.0,19.41,1.0,1,0.0,1.0,MSIE,Windows,1,0,1,0,1,0,1,1,0,0,1,0
2020-05-07,09:23:01,5573,34630,624,0.0,22.81,0.0,0,0.0,1.0,Safari,iOS,0,0,1,1,0,1,0,0,1,1,0,1
2022-12-26,14:09:00,26632,11548,94,0.0,65.18,0.0,1,1.0,0.0,Safari,iOS,1,1,0,0,0,0,0,0,0,0,1,1
2022-08-18,14:13:00,46297,18422,808,0.0,49.98,1.0,1,0.0,1.0,Chrome,macOS,0,0,1,1,0,0,0,0,1,0,1,0
